id,subseccion,idea,citas,veredicto,pagina_traza,tipo_problema,accion,idea_real_fuente,evidencia_textual,refuerzo_pico,notas
INTROA-PRO-01,Problematica,"La vigilancia clinica: cobertura incompleta, pruebas limitadas, retrasos, sin registro de leves/asintomaticas",Bubba_2023;Parkins_2023,OK,Parkins p.2-3; Bubba p.2,atribucion_parcial,mantener,Bubba respalda 'asintomaticas'; Parkins el resto. 'Retrasos' = inferencia razonable.,"Bubba: ""particularly if the pathogens...circulate largely asymptomatically...unlikely to be noted in case-based testing"" (microorganisms-11-02496, p.2); Parkins: ""underestimates the true burden...given the limited availability of testing"" (p.3)","PICOC[P: poblacion / I: vigilancia clinica basada en enfermos / O: no representativa, casos asintomaticos no registrados] — ""a small proportion of the population who are ill and hence not representative of the population as a whole, as many people can be carriers of a disease or a resistance gene and not experience symptoms (asymptomatic in case of diseases)"" (Sims_2020, p.9)",Co-cita valida.
INTROA-PRO-02,Problematica,En COVID-19 los casos subestimaron la carga por pruebas limitadas y por la ola Omicron BA.1 que supero la capacidad diagnostica,Parkins_2023,OK,Parkins p.3,,mantener,,"""underestimates the true burden...the limited role of clinical testing later in the pandemic, particularly since the onset of the Omicron BA.1 wave, which spread so rapidly that it exceeded clinical testing capacity"" (parkins, p.3)","PICOC[P: SARS-CoV-2 / I: pruebas clinicas (comparacion con aguas) / O: inviable a escala y con sesgos por capacidad limitada / C: recursos limitados] — ""Inferring lineage prevalence by clinical testing is infeasible at scale, especially in areas with limited resources, participation, or testing and/or sequencing capacity, which can also introduce biases"" (Karthikeyan_2022, p.101)",Textual exacto.
INTROA-PRO-03,Problematica,WBS da vision representativa captando lo excretado con independencia de sintomas/atencion/diagnostico,Parkins_2023,OK,Parkins p.2,,mantener,,"""unique ability to monitor an entire population (irrespective of symptoms or the ability to access clinical testing) objectively, passively, and comprehensively"" (parkins, p.2)","PICOC[P: comunidad / I: WBE como vigilancia complementaria / O: informacion rapida sobre enfermedades presentes en la comunidad] — ""WBE could be utilised as a complementary surveillance technique which can give rapid, reliable information on a population that can inform what diseases are present in a community and could aid in monitoring disease outbreaks"" (Sims_2020, p.8)",OK.
INTROA-PRO-04,Problematica,"En LMIC: limitaciones de infraestructura, financiamiento, frecuencia de muestreo y vigilancia de variantes",Parkins_2023,OK,Parkins p.39,,mantener,,"""differences between LMIC and HIC programs generally relate to financial support, which limited the frequency...and precluded more advanced investigations such as those to detect and monitor emerging variants"" (parkins, p.39)","PICOC[P: aguas residuales en regiones de recursos limitados (LMIC) / I: vigilancia de SARS-CoV-2 / C: infraestructura deficiente / O: retos por alcantarillado envejecido] — ""there are environmental and socioeconomic factors that need to be considered prior to introducing SARS-CoV-2 wastewater surveillance into resource-limited regions. For example, the aging and defects of sewage collection infrastructures constitute challenges that could increase uncollected municipal wastewater portions, degree of stormwater dilution, and sewer retention time"" (Sangsanont_2022, p.2)",Los 4 ejes exactos.
INTROA-PRO-05,Problematica,Tasa de ataque clinico del poliovirus virulento <=1 caso por 100 infecciones,Zurbriggen_2008,OK,Zurbriggen p.1,,mantener,,"""the low clinical attack rate following infection with virulent polioviruses (<=1:100 paralytic case/infections)"" (zurbriggen-2008, p.1)","PICOC[P: poliovirus virulento / I: vigilancia (herramientas de rastreo viral) / O: baja tasa de ataque clinico <=1 caso paralitico por 100 infecciones / C: GPEI] — ""the low clinical attack rate following infection with virulent polioviruses (<=1:100 paralytic case/infections). This calls for specific and sensitive virus-tracking tools."" (Zurbriggen_2008, p.5608)",Cifra exacta.
INTROA-PRO-06,Problematica,"2024: cVDPV2 en 5 paises europeos, cepas relacionadas, circulacion mas amplia",Bottcher_2025,OK,Bottcher p.1/6,,mantener,,"""In 2024, cVDPV2 was detected in wastewater samples in Finland, Germany, Poland, Spain and the United Kingdom. All strains were genetically linked...a broader geographic distribution...must be considered"" (eurosurv-30-3-1, p.1). IDEA NUEVA: ""ES is conducted in at least 23 of the 53 countries within the WHO European Region"" (p.6)","PICOC[P: poliovirus (cVDPV2) en aguas residuales / I: vigilancia ambiental en 5 paises / O: circulacion mas amplia por cepas ligadas, contexto Europa 2024] — ""In 2024, circulating vaccine-derived poliovirus type 2 (cVDPV2) was detected in wastewater samples in Finland, Germany, Poland, Spain and the United Kingdom (UK). All strains were genetically linked, but sequence analysis showed high genetic diversity among the strains identified within individual wastewater sites and countries and an unexpected high genetic proximity among isolates from different countries. Taken together these results, with sequential samples having tested positive in various sites, a broader geographic distribution beyond positive sampling sites must be considered."" (Bottcher_2025, p.2)",5 paises exactos.
INTROA-PRO-07,Problematica,"RSV: alta carga en vulnerables, clinica confundible; ARN en aguas acompana actividad clinica",Hughes_2022,OK,Hughes p.1,,mantener,,"""can become severe, particularly for infants and immunocompromised or elderly individuals""; ""Given the similarities in presentation between COVID-19 and RSV..."" (hughes, p.1)","PICOC[P: RSV en lactantes vulnerables/aguas residuales / I: monitoreo de aguas residuales y ambiental (WEM) / O: deteccion temprana de la actividad comunitaria de RSV / C: Canada] — ""Such savings were associated with earlier detection of increased community-based RSV activity through WEM, leading to earlier initiation of prophylaxis and therefore extension of the protective window to capture infants in advance who are deemed at high risk of infection"" (Mercier_2025, p.360)",OK.
INTROA-PRO-08,Problematica,En Quitumbe: muestreo pasivo 24h semanal; N1/N2 en todas; Nanopore/Omicron; JN.1 en aguas antes que clinica,MejiaCalle_2024,OK,MejiaCalle p.34/49/52,,mantener,,"""immersed for 24 hours once a week...flow rate is 75 L/s""; ""N1 and N2 genes were detected in all samples""; ""JN.1 lineage was first detected in wastewater, preceding its appearance in clinical samples"" (00331348-MejiaCalle)","PICOC[P: SARS-CoV-2 en aguas residuales / I: vigilancia genomica-secuenciacion / O: deteccion de linaje adelantada a la clinica / C: Ecuador] — ""As observed globally, the JN.1 lineage was first detected in wastewater, preceding its appearance in clinical samples by several months. The same phenomenon occurred in our study in Ecuador."" (MejiaCalle_2024, p.51)",Todos los subclaims verificados.
INTROA-PRO-09,Problematica,Sims situa la EBAR a escala comunitaria; Parkins la consolida tras la pandemia,Sims_2020;Parkins_2023,OK,Sims p.1; Parkins p.2,,mantener,,"Sims titulo: ""Monitoring infectious disease spread...to the community level"" (sims-2020); Parkins: ""state-of-the-art review of WBS as established with SARS-CoV-2...expanding its scope to other...targets"" (parkins, p.2)","PICOC[P: comunidad conectada a PTAR (WWTP) / I: WBE / O: estimacion de tasas de consumo a escala comunitaria] — ""Wastewater-based epidemiology (WBE) is a rapidly expanding approach that utilizes the concentration of target drugs (or metabolites, or both) in wastewater influent typically from centralized wastewater treatment plants (WWTPs) to back-calculate the community consumption rates of drugs"" (Subedi_2019, p.6)",OK.
INTROB-VBAR-01,Vigilancia basada en aguas residuales,"El punto de muestreo define qué grupo de la población está representado, el alcance de la vigilancia y el tipo de información para la toma de decisiones (L27).",Parkins_2023,OK,Parkins p.5-6,,Ninguna,La representatividad poblacional depende del punto de muestreo y del catchment.,"""Achieving samples that are representative of the population under study requires an [adequate sampling design]"" ... ""can be separately assessed in large municipalities to provide granular data on the populations that comprise these sub-catchments"" (parkins-2023, p.5-6)","PICOC[P: sewersheds/PTAR / I: diseno y seleccion del punto de muestreo (WBE) / O: define el area y la poblacion representada / C: entorno urbano] — ""The selection of the wastewater treatment plants was done to ensure the aggregate area covered by the sewersheds at each site did not over-bound the cities they would represent"" (Subedi_2019, p.139)",Concepto respaldado por la revisión; Parkins es fuente central y desarrolla el punto de muestreo/catchment.
INTROB-VBAR-02,Vigilancia basada en aguas residuales,La vigilancia ambiental de poliovirus se incorporó como complemento de la vigilancia de parálisis flácida aguda porque detecta circulación viral aun cuando no se reportan casos paralíticos (L29).,Asghar_2014,OK,Asghar p.1,,Ninguna,La vigilancia ambiental complementa la vigilancia clínica de AFP detectando circulación en comunidades.,"""ES complements clinical acute flaccid paralysis (AFP) surveillance for possible polio cases. ES detects poliovirus circulation in environmental sewage and is used to monitor transmission in communities"" (asghar-2014, p.1)","PICOC[P: poliovirus / I: vigilancia ambiental / C: detecta circulacion sin casos paraliticos reportados, contexto pais con IPV (Israel)] — ""This is the reason why poliovirus can circulate undetected for long periods of time in countries using inactivated polio vaccine, even in those with high vaccination coverage such as Israel, where widespread circulation of wild type 1 virus imported from Pakistan, in the absence of reported paralytic cases, was identified through environmental surveillance in 2013."" (Klapsa_2022, p.1532)",Coincidencia textual directa.
INTROB-VBAR-03,Vigilancia basada en aguas residuales,"El material viral es una parte diminuta frente al agua, sólidos, bacterias, inhibidores y ácidos nucleicos degradados; esa matriz ambiental compleja dificulta la detección y la secuenciación (L31).","Child_2023,Parkins_2023",OK,Child (abstract/resultados); Parkins (workflow),,Ninguna,Las muestras dominadas por material bacteriano reducen la recuperación de genomas virales; la matriz requiere concentración y remoción de inhibidores.,"""in order to increase the relative abundance of SARS-CoV-2 RNA ... and to remove and mitigate inhibitory substances"" (parkins-2023, p.~4)","PICOC[P: virus patogenos en aguas residuales / I: secuenciacion/deteccion metagenomica / O: baja cobertura por dominio de material bacteriano en la matriz] — ""This was largely due to the dominance of bacterial material in the extracted nucleic acids from wastewater samples used in this study and the abundance of bacteriophages and plant pathogenic viruses in the viral fraction, a pattern that is common in other metagenomic studies of sewage"" (Child_2023, p.10)",Child_2023 documenta el predominio bacteriano frente a virus (verificado en otras secciones); afirmación estándar bien respaldada.
INTROB-VBAR-04,Vigilancia basada en aguas residuales,"El caudal, la dilución por lluvias o infiltración, los aportes industriales, el tamaño de la población conectada y los tiempos de residencia alteran la concentración aparente; la estabilidad del ARN y los inhibidores afectan la recuperación (L33).",Parkins_2023,OK,Parkins p.~4,,Ninguna,"Factores extrínsecos (dilución, caudal) e intrínsecos (biomarcadores fecales) modulan la señal antes de compararla con datos clínicos.","""normalized to account for extrinsic factors (i.e., wastewater dilution and flow rates) and intrinsic factors (i.e., normalization for fecal biomarkers)"" ... ""dilution water (e.g., clean water discharges, rain and snow meltwater, and groundwater)"" y ""commercial, or industrial inputs"" (parkins-2023, p.~4)","PICOC[P: aguas residuales / I: EBAR-WBE, reporte de concentraciones / O: la concentracion aparente se altera por caudal y dilucion / C: clima humedo] — ""A critical consideration in WBE are wastewater flow rates which are key to account for due to the wide variations in influent flows (e.g. wet weather causing dilution)"" (Sims_2020, p.4)",Todos los factores citados figuran en la revisión.
INTROB-VBAR-05,Vigilancia basada en aguas residuales,La normalización con PMMoV —virus de plantas que llega al intestino humano a través de los alimentos y se elimina en las heces— mejora la interpretación de las concentraciones virales (L33).,Hughes_2022,PARCIAL,Hughes p.3,Sobreatribucion/definicion_no_en_fuente,Reformular el paréntesis: Hughes describe PMMoV solo como marcador abundante en heces humanas usado como control de recuperación y fuerza fecal; NO afirma que sea un virus de plantas ingerido con los alimentos. Mover esa definición a una fuente que la sustente (p. ej. Kitajima/Rosario) o suprimir el inciso.,"Hughes usa PMMoV como control interno de recuperación y de fuerza fecal, sin describir su origen vegetal ni su ruta dietética.","""PMMoV is highly abundant in human stool and wastewater globally and is used here as an internal recovery and fecal strength control for the wastewater samples"" (hughes-2022, p.3)","PICOC[P: aguas residuales/ARN de virus respiratorios / I: normalizacion por PMMoV / O: corrige diferencias de recuperacion viral y de fuerza fecal] — ""We used PMMoV RNA concentrations to normalize respiratory virus RNA concentrations. PMMoV is an indigenous wastewater virus which corrects for differences in virus recovery and is of dietary origin which controls for differences in wastewater fecal strength"" (Chan_2025, p.986)","El uso de PMMoV como normalizador SÍ está en Hughes; la biología ""virus de plantas / a través de los alimentos"" NO aparece en la fuente citada."
INTROB-VBAR-06,Vigilancia basada en aguas residuales,"Los resultados de aguas residuales informan presencia, tendencias temporales y variaciones relativas en la población, sin estimar directamente el número de casos clínicos individuales (L33).",Parkins_2023,OK,Parkins p.~4-6,,Ninguna,"Los datos de aguas residuales se interpretan como tendencias poblacionales, no como recuento de casos.","""theoretically allowing for trends to be analyzed quantitatively"" ... ""reflect accurate trends over time, comparing values between different wastewater [samples]"" (parkins-2023, p.~4-6)","PICOC[P: aguas residuales agrupadas de la poblacion / I: EBAR-WBE / O: monitoreo de brotes a nivel comunitario en tiempo real] — ""WBE postulates that through the analysis of population pooled wastewater, infectious disease and resistance spread, the emergence of new disease outbreak to the community level can be monitored comprehensively and in real-time"" (Sims_2020, p.1)",Respaldado; la revisión enfatiza tendencias sobre conteo absoluto de casos.
INTROB-IMP-01,Importancia y aplicaciones,La vigilancia basada en aguas residuales se formalizó en 2001 como una lectura no invasiva del estado de una comunidad (L37).,Subedi_2019,OK,Subedi p.8 (PDF); cap. intro,,Ninguna,La WBE fue propuesta en 2001 por Daughton como herramienta no intrusiva del uso comunitario a partir del alcantarillado.,"""First proposed in 2001, WBE has been growing as a comprehensive, near real-time, cost-effective ... approach"" y ""using municipal sewage information as a nonintrusive tool for the determination of the community-level rates of drug consumption was introduced by Daughton in 2001"" (subedi-2019, p.8)","PICOC[P: comunidad via aguas residuales / I: WBE / C: origen en 2001] — ""First proposed in 2001, WBE has been growing as a comprehensive, near real-time, cost-effective, and complementary approach for determining the prevalence of the substance use in a community."" (Subedi_2019, p.10)","OK. El concepto original es para consumo de drogas; la tesis lo generaliza a ""estado de una comunidad"" (aceptable)."
